i,j,similarity,a_source_file,a_case_group,a_case_subgroup,a_instruction,b_source_file,b_case_group,b_case_subgroup,b_instruction
345,346,0.9960283,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2023,En este enlace tienes toda la información sobre 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2022,En este enlace tienes toda la información sobre 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOQ==/30007
280,281,0.99442136,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2021,En este enlace tienes toda la información sobre presupuestos participativos 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007
346,347,0.9934391,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2022,En este enlace tienes toda la información sobre 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2021,En este enlace tienes toda la información sobre 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOA==/30007
310,311,0.99309886,transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",Convenios,En este enlace tienes toda la información sobre convenios: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzc=/30007,transparencias.csv,"Subvenciones, convenios, concursos, certamenes y ayudas",Subvenciones,En este enlace tienes toda la información sobre subvenciones: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMzg=/30007
348,349,0.99296224,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2020,En este enlace tienes toda la información sobre 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNw==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2019,En este enlace tienes toda la información sobre 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNg==/30007
351,352,0.99292964,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2017,En este enlace tienes toda la información sobre 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007
352,353,0.9926618,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
343,345,0.99237525,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2025,En este enlace tienes toda la información sobre 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2023,En este enlace tienes toda la información sobre 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMA==/30007
347,348,0.9921795,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2021,En este enlace tienes toda la información sobre 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2020,En este enlace tienes toda la información sobre 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNw==/30007
153,154,0.9917922,ordenanzas.csv,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2020,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf",ordenanzas.csv,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2021,"Este es un documento oficial (ordenanza, reglamento, plan o similar) del ayuntamiento. Descárgalo y léelo desde este enlace exacto, cópialo tal cual sin modificarlo, nunca inventes ni deduzcas otro: https://alguazas.es/wp-content/uploads/2022/01/OEP-2021.pdf Usa su contenido para responder a la pregunta concreta del ciudadano (por ejemplo, un importe de tasa, un plazo, un requisito o los pasos de un trámite). Cita los datos —cifras, fechas, artículos, importes— tal como aparecen literalmente en el documento, sin redondear, calcular ni completar de memoria. Si el documento no resuelve con claridad lo que pregunta el ciudadano, dilo explícitamente en vez de inventar una respuesta. Utiliza un tono cercano y sencillo, como una persona del ayuntamiento explicándolo, no como una lectura literal del texto legal. Termina siempre la respuesta indicando que puede consultar el texto completo en este enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-2021.pdf"
284,285,0.9917763,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2018,En este enlace tienes toda la información sobre presupuestos participativos 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007
349,350,0.99166906,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2019,En este enlace tienes toda la información sobre 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2018,En este enlace tienes toda la información sobre 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNQ==/30007
282,283,0.9915081,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2020,En este enlace tienes toda la información sobre presupuestos participativos 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007
350,351,0.99130404,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2018,En este enlace tienes toda la información sobre 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2017,En este enlace tienes toda la información sobre 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNA==/30007
281,282,0.99081814,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2021,En este enlace tienes toda la información sobre presupuestos participativos 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2020,En este enlace tienes toda la información sobre presupuestos participativos 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007
283,284,0.9906899,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2018,En este enlace tienes toda la información sobre presupuestos participativos 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY2/30007
324,325,0.9906318,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planeamiento urbanístico,En este enlace tienes toda la información sobre planeamiento urbanístico: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTA=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planes y programas medioambientales,En este enlace tienes toda la información sobre planes y programas medioambientales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTE=/30007
343,344,0.9898958,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2025,En este enlace tienes toda la información sobre 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007
345,347,0.98967904,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2023,En este enlace tienes toda la información sobre 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2021,En este enlace tienes toda la información sobre 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOA==/30007
344,345,0.9894673,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2023,En este enlace tienes toda la información sobre 2023: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMA==/30007
236,237,0.9894568,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Quejas y sugerencias,Puedes presentar una queja o sugerencia en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=12&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Información y atención ciudadana - Denuncias y reclamaciones,Puedes presentar una denuncia o reclamación en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=13&tipoVentana=&entidad=30007&idioma=1
278,280,0.98892415,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2022,En este enlace tienes toda la información sobre presupuestos participativos 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTc0/30007
278,281,0.9888104,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2021,En este enlace tienes toda la información sobre presupuestos participativos 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007
351,353,0.9886054,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2017,En este enlace tienes toda la información sobre 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
348,353,0.98732734,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2020,En este enlace tienes toda la información sobre 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNw==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
347,349,0.9871552,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2021,En este enlace tienes toda la información sobre 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOA==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2019,En este enlace tienes toda la información sobre 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNg==/30007
324,326,0.9871498,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planeamiento urbanístico,En este enlace tienes toda la información sobre planeamiento urbanístico: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTA=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Normativa urbanística,En este enlace tienes toda la información sobre normativa urbanística: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTI=/30007
343,346,0.9868854,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2025,En este enlace tienes toda la información sobre 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2022,En este enlace tienes toda la información sobre 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOQ==/30007
278,282,0.98683965,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2020,En este enlace tienes toda la información sobre presupuestos participativos 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcw/30007
350,352,0.98674524,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2018,En este enlace tienes toda la información sobre 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007
324,327,0.9866978,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planeamiento urbanístico,En este enlace tienes toda la información sobre planeamiento urbanístico: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTA=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Obras públicas e infraestructuras,En este enlace tienes toda la información sobre obras públicas e infraestructuras: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTM=/30007
343,347,0.98625124,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2025,En este enlace tienes toda la información sobre 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2021,En este enlace tienes toda la información sobre 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOA==/30007
256,257,0.98605573,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Licencias de actividad,Puedes solicitar una licencia de actividad en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=28&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Actividades,Puedes tramitar actividades en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=29&tipoVentana=&entidad=30007&idioma=1
344,346,0.9859306,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2022,En este enlace tienes toda la información sobre 2022: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOQ==/30007
255,258,0.98586845,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Licencias y permisos urbanísticos,Puedes solicitar licencias y permisos urbanísticos online en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=27&tipoVentana=&entidad=30007&idioma=1,sede_electronica_ciudadano.csv,Sede electrónica,Licencias y permisos - Ordenamiento urbanístico,Puedes realizar trámites de ordenamiento urbanístico en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=30&tipoVentana=&entidad=30007&idioma=1
348,352,0.9857364,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2020,En este enlace tienes toda la información sobre 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNw==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007
278,283,0.98555726,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2025,En este enlace tienes toda la información sobre presupuestos participativos 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAODc1/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007
92,93,0.98542273,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Pagar impuestos,Puedes pagar tus impuestos online en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Pagar tasas,Puedes pagar tasas municipales online en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/tasas
344,347,0.9853679,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2024,En este enlace tienes toda la información sobre 2024: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2021,En este enlace tienes toda la información sobre 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwOA==/30007
349,352,0.9851933,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2019,En este enlace tienes toda la información sobre 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2016,En este enlace tienes toda la información sobre 2016: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgyMw==/30007
350,353,0.98505974,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2018,En este enlace tienes toda la información sobre 2018: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNQ==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
343,348,0.9848825,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2025,En este enlace tienes toda la información sobre 2025: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgxMg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2020,En este enlace tienes toda la información sobre 2020: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNw==/30007
281,283,0.9847499,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2021,En este enlace tienes toda la información sobre presupuestos participativos 2021: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTcz/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007
349,353,0.9846587,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2019,En este enlace tienes toda la información sobre 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2015,En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007
349,351,0.98464173,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2019,En este enlace tienes toda la información sobre 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNg==/30007,transparencias.csv,Videoacta plenos legislatura (actas),Actas y vídeos del pleno de 2017,En este enlace tienes toda la información sobre 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwNA==/30007
283,285,0.98456347,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2019,En este enlace tienes toda la información sobre presupuestos participativos 2019: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY4/30007,transparencias.csv,Presupuestos participativos,PRESUPUESTOS PARTICIPATIVOS 2017,En este enlace tienes toda la información sobre presupuestos participativos 2017: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTY0/30007
325,327,0.9841892,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Planes y programas medioambientales,En este enlace tienes toda la información sobre planes y programas medioambientales: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTE=/30007,transparencias.csv,"Urbanismo, obras públicas y medio ambiente",Obras públicas e infraestructuras,En este enlace tienes toda la información sobre obras públicas e infraestructuras: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBANTM=/30007
104,105,0.9839622,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Mis multas,Puedes consultar tus multas en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/multas,gestion_tributaria_ciudadano.csv,Gestión tributaria,OVT - Sanciones tributarias,Puedes consultar tus sanciones tributarias en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/sanciones
