agent_id,case_group,case_subgroup,instruction,associated_url,allow_url_reading,active,horas_cache_pagina,response_mode
c1330a20-c057-4764-8121-6268ca02f280,Página principal,Compartir en X (Twitter),Puedes consultar la página del ayuntamiento en X (Twitter) a través de este enlace: https://twitter.com/share?text=Ayuntamiento%20de%20Alguazas&url=https://alguazas.es/.,https://twitter.com/share?text=Ayuntamiento%20de%20Alguazas&url=https://alguazas.es/,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Página principal,Compartir en WhatsApp,Puedes consultar la página del ayuntamiento por WhatsApp a través de este enlace: https://api.whatsapp.com/send?text=https://alguazas.es/.,https://api..whatsapp.com/send?text=https://alguazas.es/,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Página principal,Compartir en LinkedIn,Puedes consultar la página del ayuntamiento en LinkedIn a través de este enlace: https://linkedin.com/shareArticle?mini=true&title=Ayuntamiento%20de%20Alguazas&url=https://alguazas.es/.,https://linkedin.com/shareArticle?mini=true&title=Ayuntamiento%20de%20Alguazas&url=https://alguazas..es/,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Atención ciudadana,"Ayuntamiento (general): dirección, teléfono, email, horario de atención al público","¡Claro! Puedes contactar con el Ayuntamiento de Alguazas llamando al 968 620 022, escribiendo al correo electrónico atencionalciudadano@alguazas.es, o pasándote por Plaza Don Enrique Tierno Galván, 1. Atendemos de lunes a viernes de 8:30 a 14:30h.",,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Atención ciudadana,"Cita previa: pedir cita con técnico municipal, informador juvenil, agente de empleo","Para pedir cita previa con un técnico municipal, el informador juvenil o el agente de empleo, entra aquí y en un momento la tienes reservada: https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1",https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Comercio,"OMIC, información al consumidor, reclamaciones de consumo","Para presentar una reclamación de consumo, pide cita con la OMIC llamando al 654 009 877. Ten en cuenta que sólo atienden al ciudadano los martes de 9:00 a 14:00h.",,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,Seguridad ciudadana,Para notificar una denuncia o incidencia de seguridad ciudadana puedes notificarlo aquí y lo atendemos cuanto antes: https://alguazas.es/incidencias-seguridad/,https://alguazas.es/incidencias-seguridad/,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Obras y Servicios,"Incidencias urbanas: farola fundida, losa o acera rota, calle sucia, mobiliario urbano","¿Una farola fundida, una losa rota o una calle sucia? Puedes notificarlo online aquí: https://participa.alguazas.es/acceder/ o llamando al teléfono 968 62 00 22 del ayuntamiento en horario de 9:00 a 14:00 horas.",https://participa.alguazas.es/acceder/,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Atención ciudadana,"Directorio telefónico general, todos los teléfonos y departamentos municipales","Tenemos un directorio con los teléfonos de todos los servicios municipales, lo tienes aquí: https://alguazas.es/directorio-de-contactos/. Si me dices qué departamento necesitas, te paso el teléfono directamente.",https://alguazas.es/directorio-de-contactos/,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,"Policía Local - teléfono, contacto (seguridad, emergencias no graves, multas, denuncias)",Para contactar con la Policía Local puedes llamar al 968 620 987.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,"Guardia Civil - teléfono, contacto (emergencias, seguridad, denuncias graves)",¿Necesitas hablar con la Guardia Civil? Llama al 062.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Obras y Servicios,"Ecoparque Municipal - teléfono, contacto (reciclaje, punto limpio, residuos, escombros)",El teléfono de Ecoparque Municipal es el 654 009 879.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,"Oficina de Recaudación - teléfono, contacto (impuestos, tributos, tasas, pagos, IBI)",Para contactar con la Oficina de Recaudación puedes llamar al 968 388 264.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Salud Pública,"Centro de Salud - teléfono, contacto (médico, sanidad, consulta médica, urgencias)",¿Necesitas hablar con el Centro de Salud? Llama al 968 621 212.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Deportes,"Concejalía de Deportes - teléfono, contacto (deporte, instalaciones deportivas, actividades deportivas)",El teléfono de Concejalía de Deportes es el 609 201 423.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Juventud,"Servicio de Información Juvenil - teléfono, contacto (juventud, jóvenes, información juvenil, carnet joven)",Para contactar con el Servicio de Información Juvenil puedes llamar al 675 091 487.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Atención ciudadana,"Juzgado de Paz - teléfono, contacto (justicia, trámites judiciales, registro civil)",¿Necesitas hablar con el Juzgado de Paz? Llama al 968 621 086.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Obras y Servicios,"Servicio Municipal de Aguas - teléfono, contacto (agua, suministro de agua, averías de agua, facturas de agua)",El teléfono de Servicio Municipal de Aguas es el 968 649 050.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Educación,"Escuela Infantil Reina Sofía - teléfono, contacto (guardería, escuela infantil, 0-3 años)",Para contactar con la Escuela Infantil Reina Sofía puedes llamar al 654 009 924.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Deportes,"Pabellón de Deportes - teléfono, contacto (polideportivo cubierto, deporte, instalación deportiva)",¿Necesitas hablar con el Pabellón de Deportes? Llama al 6092021423.,,False,False,,directo
c1330a20-c057-4764-8121-6268ca02f280,Deportes,"Polideportivo Municipal - teléfono, contacto (instalaciones deportivas, deporte, pistas)",El teléfono de Polideportivo Municipal es el 654 009 925.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Deportes,"Campo de Fútbol - teléfono, contacto (fútbol, instalación deportiva)",Para contactar con el Campo de Fútbol puedes llamar al 654 009 878.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,"Agencia de Desarrollo Local - teléfono, contacto (empleo, formación, orientación laboral, empresas)",¿Necesitas hablar con la Agencia de Desarrollo Local? Llama al 654 009 902.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Servicios Sociales,"Servicios Sociales - teléfono, contacto (ayudas sociales, trabajador/a social, dependencia, ayuda a domicilio)",El teléfono de Servicios Sociales es el 654 009 885.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Bienestar Animal,"Albergue de Protección Animal - teléfono, contacto (perrera, animales abandonados, adopción de animales)",Para contactar con el Albergue de Protección Animal puedes llamar al 661 385 830.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,"Oficina Técnica - teléfono, contacto (obras, licencias de obra, urbanismo)",¿Necesitas hablar con la Oficina Técnica? Llama al 654 009 895.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Cultura y Turismo,"Biblioteca Municipal - teléfono, contacto (libros, préstamo, sala de estudio)",El teléfono de Biblioteca Municipal es el 968 622 143.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Educación,"Concejalía de Educación - teléfono, contacto (colegios, centros educativos, educación)",Para contactar con la Concejalía de Educación puedes llamar al 654 009 903.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Educación,"CES Vega Media - teléfono, contacto (centro de educación secundaria, instituto)",¿Necesitas hablar con el CES Vega Media? Llama al 968 620 913.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Educación,"CEIP Monte Anaor - teléfono, contacto (colegio, centro educativo, educación infantil y primaria)",El teléfono de CEIP Monte Anaor es el 968 620 302.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Educación,"CEIP Nuestra Señora del Carmen - teléfono, contacto (colegio, centro educativo, educación infantil y primaria)",Para contactar con el CEIP Nuestra Señora del Carmen puedes llamar al 968 620 204.,,False,True,,directo
c1330a20-c057-4764-8121-6268ca02f280,Educación,"IES Villa de Alguazas - teléfono, contacto (instituto, educación secundaria, bachillerato)",¿Necesitas hablar con el IES Villa de Alguazas? Llama al 968 622 305.,,False,True,,directo
