id,agent_id,case_group,case_subgroup,instruction,associated_url,allow_url_reading,active,horas_cache_pagina,response_mode,change_action,change_note
10763544-cd54-49cf-8ea7-949a3321e179,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,TRÁMITE · Solicitud de informe urbanístico,"Sobre solicitud de informe urbanístico: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de solicitud de informe urbanístico directamente en este enlace: https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ.""",https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ,false,true,,ia,unchanged,
1132206c-75ad-4272-925d-7f872237ce1b,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,NORMA · BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL,"Documento oficial del Ayuntamiento de Alguazas: BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf",https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf,true,true,4320,ia,rewrite_text,Plantilla NORMA ia acortada/diferenciada
122e1252-d84c-4d18-a1e4-1005a872a5c9,c1330a20-c057-4764-8121-6268ca02f280,Juventud,TRÁMITE · Solicitar beca educación,Trámite o recurso municipal: Solicitar beca educación. Consulta la información actualizada en: http://www.educacionyfp.gob.es/servicios-al-ciudadano/catalogo/estudiantes/becas-ayudas.html Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: http://www.educacionyfp.gob.es/servicios-al-ciudadano/catalogo/estudiantes/becas-ayudas.html,http://www.educacionyfp.gob.es/servicios-al-ciudadano/catalogo/estudiantes/becas-ayudas.html,true,true,,ia,rewrite_text,Plantilla TRÁMITE/CONTACTO ia acortada/diferenciada
125e5030-f6de-4dc2-b23b-2aa9f34c422d,c1330a20-c057-4764-8121-6268ca02f280,Educación,TRÁMITE · Salas y aulas de estudio (información),Toda la información sobre salas y aulas de estudio está en https://alguazas.es/salas-de-estudio/ . Accede y consulta el contenido para responder; termina indicando ese enlace.,https://alguazas.es/salas-de-estudio/,true,true,,ia,unchanged,
12732bd4-04b2-4253-8fd2-de539f211b02,c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,TRÁMITE · Alegaciones a sanciones o multas,"Sobre alegaciones a sanciones o multas: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de alegaciones a sanciones o multas directamente en este enlace: https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q.""",https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q,false,true,,ia,unchanged,
14f5ff1a-bf69-4b2d-885d-569666b15508,c1330a20-c057-4764-8121-6268ca02f280,Juventud,TRÁMITE · MundoJoven,Trámite o recurso municipal: MundoJoven. Consulta la información actualizada en: https://www.mundojoven.org/ Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://www.mundojoven.org/,https://www.mundojoven.org/,true,true,,ia,rewrite_text,Plantilla TRÁMITE/CONTACTO ia acortada/diferenciada
153d96ca-b994-4872-8147-a4a5079ba715,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Transparencia,Puedes consultar la transparencia en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1,false,true,,directo,unchanged,
16684256-53b6-4434-b415-fd7eb71a5136,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,NORMA · OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021),"Documento oficial del Ayuntamiento de Alguazas: OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021). Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf",https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf,true,true,4320,ia,rewrite_text,Plantilla NORMA ia acortada/diferenciada
1759679e-f54a-484a-b2fa-a68053401128,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,TRÁMITE · Ayudas a la vivienda (CARM),Trámite o recurso municipal: Ayudas a la vivienda (CARM). Consulta la información actualizada en: http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m,http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m,true,true,,ia,rewrite_text,Plantilla TRÁMITE/CONTACTO ia acortada/diferenciada
17a6feed-1957-41af-bd08-9911a755093a,c1330a20-c057-4764-8121-6268ca02f280,Obras y Servicios,Tasa de reserva de aparcamiento en vado,Sí puedes reservar tu zona de vado para aparcamiento exclusivo: Alguazas tiene una tasa especial de 56 euros al año que te da el privilegio de tener un aparcamiento reservado en la calle frente a tu vado.,https://alguazas.es/,false,true,,directo,unchanged,
1807b7f2-de4a-42c8-a574-8bf04cd465c0,c1330a20-c057-4764-8121-6268ca02f280,Comercio,TRÁMITE · Punto de Atención al Emprendedor,Trámite o recurso municipal: Punto de Atención al Emprendedor. Consulta la información actualizada en: https://paeelectronico.es/es-es/Paginas/PagInicio.aspx Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://paeelectronico.es/es-es/Paginas/PagInicio.aspx,https://paeelectronico.es/es-es/Paginas/PagInicio.aspx,true,true,,ia,rewrite_text,Plantilla TRÁMITE/CONTACTO ia acortada/diferenciada
180fb677-563d-4895-98b7-b1b64effbb1a,c1330a20-c057-4764-8121-6268ca02f280,Transparencia,Alguazas en cifras (datos y estadísticas municipales - CREM),"Puedes consultar los datos y estadísticas oficiales del municipio de Alguazas (población, economía y otros indicadores) en el Centro Regional de Estadística de Murcia aquí: https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html",https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html,false,true,,directo,unchanged,
1a02dfc6-8177-41a9-9314-6c2ff6ef51b3,c1330a20-c057-4764-8121-6268ca02f280,Comercio,Ayudas y subvenciones a emprendedores,"Para conocer todas las ayudas y subvenciones a emprendedores, puedes contactar con el agente de desarrollo local al teléfono 654 009 902 o por correo electrónico a adl@alguazas.es.",https://alguazas.es/espacio-del-emprendedor/,false,true,,directo,unchanged,
1ad52877-0e85-4ab9-ad1c-8eca3f5fb694,c1330a20-c057-4764-8121-6268ca02f280,Educación,"NORMA · MODIFICACIÓN DE LA ORDENANZA REGULADORA DEL PRECIO PÚBLICO DEL SERVICIO DE ASISTENCIA, ESTANCIA Y COMEDOR DE ESCUELAS INFANTILES (BORM nº 19 de 24/01/2026)","Documento oficial del Ayuntamiento de Alguazas: MODIFICACIÓN DE LA ORDENANZA REGULADORA DEL PRECIO PÚBLICO DEL SERVICIO DE ASISTENCIA, ESTANCIA Y COMEDOR DE ESCUELAS INFANTILES (BORM nº 19 de 24/01/2026). Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2026/01/BORM-No-19-DE-24-01-2026-APROBACION-DEFINITIVA-MODIFICACION-PRECIO-PUBLICO-ESTANCIA-ESCUELA-INFANTIL.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2026/01/BORM-No-19-DE-24-01-2026-APROBACION-DEFINITIVA-MODIFICACION-PRECIO-PUBLICO-ESTANCIA-ESCUELA-INFANTIL.pdf",https://alguazas.es/wp-content/uploads/2026/01/BORM-No-19-DE-24-01-2026-APROBACION-DEFINITIVA-MODIFICACION-PRECIO-PUBLICO-ESTANCIA-ESCUELA-INFANTIL.pdf,true,true,4320,ia,rewrite_text,Plantilla NORMA ia acortada/diferenciada
1afe2391-44f3-4421-88d4-db7fac8040d0,c1330a20-c057-4764-8121-6268ca02f280,Comercio,TRÁMITE · Instituto de Fomento de la Región de Murcia,Trámite o recurso municipal: Instituto de Fomento de la Región de Murcia. Consulta la información actualizada en: https://www.institutofomentomurcia.es Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://www.institutofomentomurcia.es,https://www.institutofomentomurcia.es,true,true,,ia,rewrite_text,Plantilla TRÁMITE/CONTACTO ia acortada/diferenciada
1c541c87-ae38-4129-b0fa-d8f23f54a700,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Verificar documento CSV,Puedes verificar un documento con código CSV en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/csv,https://alguazas.tributoslocales.es/300070/AALGUAZAS/csv,false,true,,directo,unchanged,
1d317d7c-afbf-4623-b975-b3817c6b9ab5,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,OVT - Pagar impuestos,Para pagar impuestos municipales y recibos (por ejemplo IBI u otros tributos) usa la Oficina Virtual Tributaria en este enlace de pago de impuestos: https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,false,true,,directo,rewrite_text,6: diferenciar OVT impuestos/recibos
1d513b10-6b36-4808-aa9f-4edd41cf35f7,c1330a20-c057-4764-8121-6268ca02f280,Hacienda,NORMA · PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024,"Documento oficial del Ayuntamiento de Alguazas: PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf",https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf,true,true,4320,ia,rewrite_text,Plantilla NORMA ia acortada/diferenciada
1dc3520b-ebb4-436a-b898-eb92a4674c08,c1330a20-c057-4764-8121-6268ca02f280,Página principal,Fuerzas Armadas - información y reclutamiento,"Si te interesa la información sobre reclutamiento y alistamiento en las Fuerzas Armadas españolas, puedes consultarla en la web oficial de reclutamiento del Ministerio de Defensa: https://www.reclutamiento.defensa.gob.es",https://www.reclutamiento.defensa.gob.es,false,true,,directo,unchanged,
1e8040c4-3568-4281-8dc4-df420c0f0946,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Sede - Notificaciones,Puedes ver tus notificaciones en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0,https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0,false,true,,directo,unchanged,
