id,agent_id,case_group,instruction,associated_url,allow_url_reading,active,created_at,case_subgroup,embedding,horas_cache_pagina,response_mode
0bfb8a03-cbe3-4c32-b67d-e639cd00c40b,c1330a20-c057-4764-8121-6268ca02f280,Juventud,"Documento oficial del Ayuntamiento de Alguazas: PRECIOS PÚBLICOS DE ACTIVIDADES JUVENILES. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2022/03/PRECIOS-PUBLICOS-JUVENILES-BORM-14-03-22.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2022/03/PRECIOS-PUBLICOS-JUVENILES-BORM-14-03-22.pdf",https://alguazas.es/wp-content/uploads/2022/03/PRECIOS-PUBLICOS-JUVENILES-BORM-14-03-22.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · PRECIOS PÚBLICOS DE ACTIVIDADES JUVENILES,,4320,ia
0c47390f-ee09-4b33-9648-dfbb8b2b28c2,c1330a20-c057-4764-8121-6268ca02f280,Comercio,Trámite o recurso municipal: Comercios locales (ACE Alguazas). Consulta la información actualizada en: https://acealguazas.es/#/ Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://acealguazas.es/#/,https://acealguazas.es/#/,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Comercios locales (ACE Alguazas),,,ia
0c57f7c8-d443-49b2-9151-7367d5b12902,c1330a20-c057-4764-8121-6268ca02f280,Atención ciudadana,"Para pedir cita previa con un técnico municipal, el informador juvenil o el agente de empleo, entra aquí y en un momento la tienes reservada: https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1",https://sede.alguazas.regiondemurcia.es/3webc/gestionCita.do?opcion=0&entidad=30007&tlf=1,false,true,2026-09-19 19:15:09.149734+00,"Cita previa: pedir cita con técnico municipal, informador juvenil, agente de empleo",,,directo
0c6e445f-5c7a-44d3-9b22-40e8baaa6981,c1330a20-c057-4764-8121-6268ca02f280,Juventud,El teléfono de Servicio de Información Juvenil es el 675 091 487.,,false,true,2026-09-19 19:15:09.149734+00,"Servicio de Información Juvenil - teléfono, contacto (juventud, jóvenes, información juvenil, carnet joven; teléfono de Servicio de Información Juvenil, teléfono del Servicio de Información Juvenil, llamar a Servicio de Información Juvenil, contacto Servicio de Información Juvenil, número de Servicio de Información Juvenil)",,,directo
0ce6d7b7-b99e-422b-abca-a7a9e7531194,c1330a20-c057-4764-8121-6268ca02f280,Transparencia,"Documento oficial del Ayuntamiento de Alguazas: NORMAS REGULADORAS TELETRABAJO DEL PERSONAL DEL AYUNTAMIENTO. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2020/12/20201126_Certificado_Certificado-pleno_CERTIFICACION-ACUERDO-PLENO-DIA-24-11-2020-NORMAS-REGULADORAS-TELETRABAJO-DEL-PERSONAL-DEL-AYUNTAMIENTO.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2020/12/20201126_Certificado_Certificado-pleno_CERTIFICACION-ACUERDO-PLENO-DIA-24-11-2020-NORMAS-REGULADORAS-TELETRABAJO-DEL-PERSONAL-DEL-AYUNTAMIENTO.pdf",https://alguazas.es/wp-content/uploads/2020/12/20201126_Certificado_Certificado-pleno_CERTIFICACION-ACUERDO-PLENO-DIA-24-11-2020-NORMAS-REGULADORAS-TELETRABAJO-DEL-PERSONAL-DEL-AYUNTAMIENTO.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · NORMAS REGULADORAS TELETRABAJO DEL PERSONAL DEL AYUNTAMIENTO,,4320,ia
0d13f553-bf32-42a7-9060-3accdd045897,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Puedes solicitar una licencia de actividad en este enlace: https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=28&tipoVentana=&entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/web/catalogoAsuntos.do?opcion=9&categoria=28&tipoVentana=&entidad=30007&idioma=1,false,true,2026-09-21 10:57:57.032355+00,Licencias y permisos - Licencias de actividad,,,directo
0d32ebb3-0fb8-4ef9-9124-bbfcc0f1d7cd,c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,"Sí puedes quemar rastrojos, pero necesitas autorización previa: el titular debe solicitarlo a la CARM (https://sede.carm.es/web) acompañando un informe técnico, con al menos 30 días de antelación a la quema. Una vez obtenida la autorización, debes comunicarlo también al Ayuntamiento para su conocimiento y por si hubiera medidas complementarias.",https://sede.carm.es/web,false,true,2026-09-18 11:15:25.246362+00,Autorización para quema de rastrojos agrícolas,,,directo
0d67fa58-1eb1-4d8c-b773-f5fbf50719e7,c1330a20-c057-4764-8121-6268ca02f280,Transparencia,"Documento oficial del Ayuntamiento de Alguazas: ACUERDO MARCO SOBRE CONDICIONES DE TRABAJO DEL AYUNTAMIENTO DE ALGUAZAS. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2021/03/ACUERDO-MARCO-ALGUAZAS.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2021/03/ACUERDO-MARCO-ALGUAZAS.pdf",https://alguazas.es/wp-content/uploads/2021/03/ACUERDO-MARCO-ALGUAZAS.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · ACUERDO MARCO SOBRE CONDICIONES DE TRABAJO DEL AYUNTAMIENTO DE ALGUAZAS,,4320,ia
0e1da2bc-c084-439e-96bb-ca2796f0a59c,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,Puedes presentar alegaciones a una propuesta de resolución en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=APR,https://alguazas.tributoslocales.es/300070/AALGUAZAS/nueva-solicitud-pasos?type=APR,false,true,2026-09-21 10:57:38.505306+00,OVT - Alegaciones propuesta de resolución,,,directo
0e53e86a-80bc-4c39-a51d-8fd8b64ef52f,c1330a20-c057-4764-8121-6268ca02f280,Comercio,Trámite o recurso municipal: Servicios a empresas del SEF. Consulta la información actualizada en: http://www.sefcarm.es/web/pagina?IDCONTENIDO=29982&IDTIPO=100&RASTRO=c$m Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: http://www.sefcarm.es/web/pagina?IDCONTENIDO=29982&IDTIPO=100&RASTRO=c$m,http://www.sefcarm.es/web/pagina?IDCONTENIDO=29982&IDTIPO=100&RASTRO=c$m,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Servicios a empresas del SEF,,,ia
0fd7f445-107b-453b-bc12-23af61fa388d,c1330a20-c057-4764-8121-6268ca02f280,Videoacta plenos legislatura (actas),En este enlace tienes toda la información sobre 2015: https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007,https://sede.alguazas.regiondemurcia.es/web/transparencia/QXl1bnRhbWllbnRvIGRlIEFsZ3VhemFzQEBAMTgwMg==/30007,false,false,2026-09-21 12:02:52.324165+00,Actas y vídeos del pleno de 2015,,,directo
10763544-cd54-49cf-8ea7-949a3321e179,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,"Sobre solicitud de informe urbanístico: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de solicitud de informe urbanístico directamente en este enlace: https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ.""",https://alguazas.sedelectronica.es/?x=dIFT8zlloJiF4D-iHYG3TQ,false,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Solicitud de informe urbanístico,,,ia
1132206c-75ad-4272-925d-7f872237ce1b,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,"Documento oficial del Ayuntamiento de Alguazas: BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf",https://alguazas.es/wp-content/uploads/2022/07/Bases-generales-que-regulan-los-procesos-selectivos-de-estabilizacion-de-caracter-extraordinario-y-excepcional-de-empleo-temporal-por-el-sistema-de-concurso-de-meritos.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · BASES GENERALES DE LOS PROCESOS DE ESTABILIZACIÓN DEL EMPLEO TEMPORAL,,4320,ia
122e1252-d84c-4d18-a1e4-1005a872a5c9,c1330a20-c057-4764-8121-6268ca02f280,Juventud,Trámite o recurso municipal: Solicitar beca educación. Consulta la información actualizada en: http://www.educacionyfp.gob.es/servicios-al-ciudadano/catalogo/estudiantes/becas-ayudas.html Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: http://www.educacionyfp.gob.es/servicios-al-ciudadano/catalogo/estudiantes/becas-ayudas.html,http://www.educacionyfp.gob.es/servicios-al-ciudadano/catalogo/estudiantes/becas-ayudas.html,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Solicitar beca educación,,,ia
125e5030-f6de-4dc2-b23b-2aa9f34c422d,c1330a20-c057-4764-8121-6268ca02f280,Educación,Toda la información sobre salas y aulas de estudio está en https://alguazas.es/salas-de-estudio/ . Accede y consulta el contenido para responder; termina indicando ese enlace.,https://alguazas.es/salas-de-estudio/,true,false,2026-09-19 19:15:23.471656+00,TRÁMITE · Salas y aulas de estudio (información),,,ia
12732bd4-04b2-4253-8fd2-de539f211b02,c1330a20-c057-4764-8121-6268ca02f280,Seguridad Ciudadana,"Sobre alegaciones a sanciones o multas: es un trámite o gestión que el ciudadano debe realizar directamente en el siguiente enlace, que ya es la dirección final y no cambia: https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q. No necesitas acceder a la página ni leer su contenido para responder — comparte directamente este enlace, copiado tal cual, sin modificarlo. Utiliza un tono cercano y sencillo, fácil de entender para cualquier ciudadano. Termina la respuesta con una frase del tipo: ""Puedes realizar el trámite de alegaciones a sanciones o multas directamente en este enlace: https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q.""",https://alguazas.sedelectronica.es/?x=c2a7u6idX9dI1w-6HDaT7Q,false,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Alegaciones a sanciones o multas,,,ia
14f5ff1a-bf69-4b2d-885d-569666b15508,c1330a20-c057-4764-8121-6268ca02f280,Juventud,Trámite o recurso municipal: MundoJoven. Consulta la información actualizada en: https://www.mundojoven.org/ Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://www.mundojoven.org/,https://www.mundojoven.org/,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · MundoJoven,,,ia
153d96ca-b994-4872-8147-a4a5079ba715,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Puedes consultar la transparencia en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1,https://sede.alguazas.regiondemurcia.es/web/transparencia?entidad=30007&idioma=1,false,true,2026-09-21 10:57:57.032355+00,Sede - Transparencia,,,directo
16684256-53b6-4434-b415-fd7eb71a5136,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,"Documento oficial del Ayuntamiento de Alguazas: OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021). Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf",https://alguazas.es/wp-content/uploads/2022/01/OEP-ESTABILIZACION-EMPLEO-TEMPORAL.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · OFERTA DE EMPLEO PÚBLICO PARA LA ESTABILIZACIÓN DEL EMPLEO TEMPORAL EN EL AYUNTAMIENTO DE ALGUAZAS (RD 14/2021),,4320,ia
1759679e-f54a-484a-b2fa-a68053401128,c1330a20-c057-4764-8121-6268ca02f280,Urbanismo,Trámite o recurso municipal: Ayudas a la vivienda (CARM). Consulta la información actualizada en: http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m,http://www.carm.es/web/pagina?IDCONTENIDO=52362&IDTIPO=100&RASTRO=c2759$m,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Ayudas a la vivienda (CARM),,,ia
17a6feed-1957-41af-bd08-9911a755093a,c1330a20-c057-4764-8121-6268ca02f280,Obras y Servicios,Sí puedes reservar tu zona de vado para aparcamiento exclusivo: Alguazas tiene una tasa especial de 56 euros al año que te da el privilegio de tener un aparcamiento reservado en la calle frente a tu vado.,,false,true,2026-09-18 11:15:25.246362+00,Tasa de reserva de aparcamiento en vado,,,directo
1807b7f2-de4a-42c8-a574-8bf04cd465c0,c1330a20-c057-4764-8121-6268ca02f280,Comercio,Trámite o recurso municipal: Punto de Atención al Emprendedor. Consulta la información actualizada en: https://paeelectronico.es/es-es/Paginas/PagInicio.aspx Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://paeelectronico.es/es-es/Paginas/PagInicio.aspx,https://paeelectronico.es/es-es/Paginas/PagInicio.aspx,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Punto de Atención al Emprendedor,,,ia
180fb677-563d-4895-98b7-b1b64effbb1a,c1330a20-c057-4764-8121-6268ca02f280,Transparencia,"Puedes consultar los datos y estadísticas oficiales del municipio de Alguazas (población, economía y otros indicadores) en el Centro Regional de Estadística de Murcia aquí: https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html",https://econet.carm.es/web/crem/inicio/-/crem/sicrem/PU_AlguazasCifras/sec0.html,false,true,2026-09-18 11:15:25.246362+00,Alguazas en cifras (datos y estadísticas municipales - CREM),,,directo
1a02dfc6-8177-41a9-9314-6c2ff6ef51b3,c1330a20-c057-4764-8121-6268ca02f280,Comercio,"Para conocer todas las ayudas y subvenciones a emprendedores, puedes contactar con el agente de desarrollo local al teléfono 654 009 902 o por correo electrónico a adl@alguazas.es.",https://alguazas.es/espacio-del-emprendedor/,false,true,2026-09-22 08:25:29.057667+00,Ayudas y subvenciones a emprendedores,,,directo
1ad52877-0e85-4ab9-ad1c-8eca3f5fb694,c1330a20-c057-4764-8121-6268ca02f280,Educación,"Documento oficial del Ayuntamiento de Alguazas: MODIFICACIÓN DE LA ORDENANZA REGULADORA DEL PRECIO PÚBLICO DEL SERVICIO DE ASISTENCIA, ESTANCIA Y COMEDOR DE ESCUELAS INFANTILES (BORM nº 19 de 24/01/2026). Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2026/01/BORM-No-19-DE-24-01-2026-APROBACION-DEFINITIVA-MODIFICACION-PRECIO-PUBLICO-ESTANCIA-ESCUELA-INFANTIL.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2026/01/BORM-No-19-DE-24-01-2026-APROBACION-DEFINITIVA-MODIFICACION-PRECIO-PUBLICO-ESTANCIA-ESCUELA-INFANTIL.pdf",https://alguazas.es/wp-content/uploads/2026/01/BORM-No-19-DE-24-01-2026-APROBACION-DEFINITIVA-MODIFICACION-PRECIO-PUBLICO-ESTANCIA-ESCUELA-INFANTIL.pdf,true,true,2026-09-19 19:15:47.091626+00,"NORMA · MODIFICACIÓN DE LA ORDENANZA REGULADORA DEL PRECIO PÚBLICO DEL SERVICIO DE ASISTENCIA, ESTANCIA Y COMEDOR DE ESCUELAS INFANTILES (BORM nº 19 de 24/01/2026)",,4320,ia
1afe2391-44f3-4421-88d4-db7fac8040d0,c1330a20-c057-4764-8121-6268ca02f280,Comercio,Trámite o recurso municipal: Instituto de Fomento de la Región de Murcia. Consulta la información actualizada en: https://www.institutofomentomurcia.es Extrae solo lo necesario para responder al ciudadano con tono cercano. Termina con una coletilla que incluya este enlace: https://www.institutofomentomurcia.es,https://www.institutofomentomurcia.es,true,true,2026-09-19 19:15:23.471656+00,TRÁMITE · Instituto de Fomento de la Región de Murcia,,,ia
1c541c87-ae38-4129-b0fa-d8f23f54a700,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,Puedes verificar un documento con código CSV en este enlace: https://alguazas.tributoslocales.es/300070/AALGUAZAS/csv,https://alguazas.tributoslocales.es/300070/AALGUAZAS/csv,false,true,2026-09-21 10:57:38.505306+00,OVT - Verificar documento CSV,,,directo
1d317d7c-afbf-4623-b975-b3817c6b9ab5,c1330a20-c057-4764-8121-6268ca02f280,Gestión tributaria,Para pagar impuestos municipales y recibos (por ejemplo IBI u otros tributos) usa la Oficina Virtual Tributaria en este enlace de pago de impuestos: https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,https://alguazas.tributoslocales.es/300070/AALGUAZAS/pagar,false,true,2026-09-21 10:57:38.505306+00,OVT - Pagar impuestos,,,directo
1d513b10-6b36-4808-aa9f-4edd41cf35f7,c1330a20-c057-4764-8121-6268ca02f280,Hacienda,"Documento oficial del Ayuntamiento de Alguazas: PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf",https://alguazas.es/wp-content/uploads/2024/09/20240917_Otros_DECRETOS-2024-2024-1103-02.-DECRETO-APROBACION-PES-2024-CON-ANEXO.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE ALGUAZAS 2024,,4320,ia
1dc3520b-ebb4-436a-b898-eb92a4674c08,c1330a20-c057-4764-8121-6268ca02f280,Página principal,"Si te interesa la información sobre reclutamiento y alistamiento en las Fuerzas Armadas españolas, puedes consultarla en la web oficial de reclutamiento del Ministerio de Defensa: https://www.reclutamiento.defensa.gob.es",https://www.reclutamiento.defensa.gob.es,false,true,2026-09-18 11:15:25.246362+00,Fuerzas Armadas - información y reclutamiento,,,directo
1e8040c4-3568-4281-8dc4-df420c0f0946,c1330a20-c057-4764-8121-6268ca02f280,Sede electrónica,Puedes ver tus notificaciones en la sede electrónica en este enlace: https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0,https://sede.alguazas.regiondemurcia.es/web/bandejaTareasP.do?opcion=0&tipoBandeja=N&modo=0,false,true,2026-09-21 10:57:57.032355+00,Sede - Notificaciones,,,directo
22f04edc-0b33-47b1-b453-9d8c4ef1ecfd,c1330a20-c057-4764-8121-6268ca02f280,Empleo y Formación,"Documento oficial del Ayuntamiento de Alguazas: OFERTA DE EMPLEO PÚBLICO AÑO 2020. Descárgalo y léelo desde este enlace exacto (cópialo tal cual, no inventes otra URL): https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf Responde con datos literales del documento (importes, plazos, artículos). Si no queda claro, dilo. Tono cercano. Termina citando el enlace: https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf",https://alguazas.es/wp-content/uploads/2022/01/OEP-2020.pdf,true,true,2026-09-19 19:15:47.091626+00,NORMA · OFERTA DE EMPLEO PÚBLICO AÑO 2020,,4320,ia
